CustomerID,CustomerName,Email,City,State,PinCode,CustomerSegment
C2290,Karthik Sharma,karthik.sharma290@example.com,Ramanathapuram,Tamil Nadu,632208,Occasional
C2291,Vikram Rao,vikram.rao291@example.com,Kanchipuram,Tamil Nadu,633437,Occasional
C2292,Kavya Subramanian,kavya.subramanian292@example.com,Tirunelveli,Tamil Nadu,634130,Prime
C2293,Lakshmi Kumar,lakshmi.kumar293@example.com,Madurai,Tamil Nadu,635663,Regular
C2294,Meena Kaur,meena.kaur294@example.com,Tirunelveli,Tamil Nadu,600575,Prime
C2295,Ajay Kumar,ajay.kumar295@example.com,Kanchipuram,Tamil Nadu,640138,Prime
C2296,Arjun Subramanian,arjun.subramanian296@example.com,Ramanathapuram,Tamil Nadu,639943,Regular
C2297,Meena Rao,meena.rao297@example.com,Nagercoil,Tamil Nadu,621984,Regular
C2298,Lakshmi Ilangovan,lakshmi.ilangovan298@example.com,Nagercoil,Tamil Nadu,625127,Occasional
C2299,Mani Kumar,mani.kumar299@example.com,Ramanathapuram,Tamil Nadu,636934,Regular
C2300,Amit Natarajan,amit.natarajan300@example.com,Chennai,Tamil Nadu,614524,Prime
C2301,Meena Kumar,meena.kumar301@example.com,Tirunelveli,Tamil Nadu,640563,Regular
C2302,Amit Sharma,amit.sharma302@example.com,Ramanathapuram,Tamil Nadu,633815,Regular
C2303,Deepa Subramanian,deepa.subramanian303@example.com,Madurai,Tamil Nadu,633022,Regular
C2304,Pooja Das,pooja.das304@example.com,Karur,Tamil Nadu,620449,Regular
C2305,Sanjay Kaur,sanjay.kaur305@example.com,Erode,Tamil Nadu,637205,Occasional
C2306,Vikram Kaur,vikram.kaur306@example.com,Erode,Tamil Nadu,609525,Regular
C2307,Suresh Subramanian,suresh.subramanian307@example.com,Dindigul,Tamil Nadu,638529,Occasional
C2308,Ajay Balaji,ajay.balaji308@example.com,Coimbatore,Tamil Nadu,631038,Prime
C2309,Sneha Joseph,sneha.joseph309@example.com,Tiruchirappalli,Tamil Nadu,612805,Prime
C2310,Karthik Subramanian,karthik.subramanian310@example.com,Coimbatore,Tamil Nadu,628768,Regular
C2311,Ananya Natarajan,ananya.natarajan311@example.com,Dindigul,Tamil Nadu,600825,Regular
C2312,Arjun Singh,arjun.singh312@example.com,Tirunelveli,Tamil Nadu,607045,Occasional
C2313,Deepa Subramanian,deepa.subramanian313@example.com,Thoothukudi,Tamil Nadu,612772,Occasional
C2314,Sneha Kumar,sneha.kumar314@example.com,Coimbatore,Tamil Nadu,630787,Prime
C2315,Sneha Singh,sneha.singh315@example.com,Madurai,Tamil Nadu,607195,Occasional
C2316,Kavya Nair,kavya.nair316@example.com,Salem,Tamil Nadu,619076,Prime
C2317,Deepa Ilangovan,deepa.ilangovan317@example.com,Tirunelveli,Tamil Nadu,621092,Occasional
C2318,Sanjay Iyer,sanjay.iyer318@example.com,Madurai,Tamil Nadu,622806,Prime
C2319,Priya Ilangovan,priya.ilangovan319@example.com,Chennai,Tamil Nadu,624346,Prime
C2320,Divya Rao,divya.rao320@example.com,Nagercoil,Tamil Nadu,612002,Occasional
C2321,Priya Iyer,priya.iyer321@example.com,Tiruchirappalli,Tamil Nadu,624521,Prime
C2322,Suresh Nair,suresh.nair322@example.com,Coimbatore,Tamil Nadu,606585,Occasional
C2323,Rohit Kaur,rohit.kaur323@example.com,Madurai,Tamil Nadu,609413,Prime
C2324,Lakshmi Kaur,lakshmi.kaur324@example.com,Tiruchirappalli,Tamil Nadu,628543,Prime
C2325,Pooja Patel,pooja.patel325@example.com,Nagercoil,Tamil Nadu,604684,Prime
C2326,Karthik Das,karthik.das326@example.com,Kanchipuram,Tamil Nadu,608698,Occasional
C2327,Vishal Iyer,vishal.iyer327@example.com,Salem,Tamil Nadu,611964,Regular
C2328,Vikram Reddy,vikram.reddy328@example.com,Karur,Tamil Nadu,629970,Occasional
C2329,Ananya Rao,ananya.rao329@example.com,Erode,Tamil Nadu,622254,Prime
C2330,Sneha Joseph,sneha.joseph330@example.com,Vellore,Tamil Nadu,614809,Occasional
C2331,Vikram Khan,vikram.khan331@example.com,Dindigul,Tamil Nadu,611119,Occasional
C2332,Amit Patel,amit.patel332@example.com,Tirunelveli,Tamil Nadu,608893,Occasional
C2333,Lakshmi Das,lakshmi.das333@example.com,Ramanathapuram,Tamil Nadu,612996,Occasional
C2334,Pooja Natarajan,pooja.natarajan334@example.com,Madurai,Tamil Nadu,607844,Prime
C2335,Neha Natarajan,neha.natarajan335@example.com,Dindigul,Tamil Nadu,618131,Occasional
C2336,Vikram Joseph,vikram.joseph336@example.com,Nagercoil,Tamil Nadu,615679,Regular
C2337,Lakshmi Ilangovan,lakshmi.ilangovan337@example.com,Tiruchirappalli,Tamil Nadu,620111,Prime
C2338,Pooja Das,pooja.das338@example.com,Tiruchirappalli,Tamil Nadu,600315,Regular
C2339,Vishal Gowda,vishal.gowda339@example.com,Nagercoil,Tamil Nadu,631064,Regular
C2340,Kavya Singh,kavya.singh340@example.com,Nagercoil,Tamil Nadu,604675,Regular
C2341,Karthik Khan,karthik.khan341@example.com,Tirunelveli,Tamil Nadu,603426,Occasional
C2342,Deepa Rao,deepa.rao342@example.com,Karur,Tamil Nadu,619346,Prime
C2343,Ajay Reddy,ajay.reddy343@example.com,Kanchipuram,Tamil Nadu,610818,Regular
C2344,Sanjay Iyer,sanjay.iyer344@example.com,Tiruchirappalli,Tamil Nadu,640640,Prime
C2345,Divya Ilangovan,divya.ilangovan345@example.com,Madurai,Tamil Nadu,623970,Occasional
C2346,Divya Iyer,divya.iyer346@example.com,Erode,Tamil Nadu,629548,Prime
C2347,Ajay Menon,ajay.menon347@example.com,Ramanathapuram,Tamil Nadu,635901,Occasional
C2348,Vikram Kumar,vikram.kumar348@example.com,Kanchipuram,Tamil Nadu,610039,Prime
C2349,Divya Joseph,divya.joseph349@example.com,Karur,Tamil Nadu,614942,Occasional
C2350,Sanjay Ilangovan,sanjay.ilangovan350@example.com,Coimbatore,Tamil Nadu,622641,Regular
C2351,Deepa Raj,deepa.raj351@example.com,Tirunelveli,Tamil Nadu,606300,Prime
C2352,Mani Gowda,mani.gowda352@example.com,Ramanathapuram,Tamil Nadu,606029,Prime
C2353,Meena Balaji,meena.balaji353@example.com,Kanchipuram,Tamil Nadu,615890,Prime
C2354,Rohit Kaur,rohit.kaur354@example.com,Kanchipuram,Tamil Nadu,604715,Regular
C2355,Kavya Joseph,kavya.joseph355@example.com,Ramanathapuram,Tamil Nadu,624405,Occasional
C2356,Sneha Singh,sneha.singh356@example.com,Coimbatore,Tamil Nadu,622974,Occasional
C2357,Sanjay Subramanian,sanjay.subramanian357@example.com,Chennai,Tamil Nadu,630353,Prime
C2358,Kavya Sharma,kavya.sharma358@example.com,Erode,Tamil Nadu,622035,Occasional
C2359,Meena Khan,meena.khan359@example.com,Tirunelveli,Tamil Nadu,610664,Regular
C2360,Vishal Balaji,vishal.balaji360@example.com,Thoothukudi,Tamil Nadu,634591,Prime
C2361,Amit Sharma,amit.sharma361@example.com,Tiruchirappalli,Tamil Nadu,604488,Prime
C2362,Suresh Raj,suresh.raj362@example.com,Tiruchirappalli,Tamil Nadu,629728,Prime
C2363,Mani Khan,mani.khan363@example.com,Vellore,Tamil Nadu,627772,Occasional
C2364,Amit Raj,amit.raj364@example.com,Vellore,Tamil Nadu,629213,Occasional
C2365,Divya Reddy,divya.reddy365@example.com,Dindigul,Tamil Nadu,639840,Regular
C2366,Kavya Natarajan,kavya.natarajan366@example.com,Chennai,Tamil Nadu,623587,Occasional
C2367,Deepa Gowda,deepa.gowda367@example.com,Nagercoil,Tamil Nadu,611388,Regular
C2368,Pooja Patel,pooja.patel368@example.com,Ramanathapuram,Tamil Nadu,618568,Prime
C2369,Deepa Reddy,deepa.reddy369@example.com,Tirunelveli,Tamil Nadu,601074,Prime
C2370,Mani Natarajan,mani.natarajan370@example.com,Erode,Tamil Nadu,619964,Occasional
C2371,Divya Kaur,divya.kaur371@example.com,Madurai,Tamil Nadu,621938,Occasional
C2372,Priya Rao,priya.rao372@example.com,Kanchipuram,Tamil Nadu,608271,Prime
C2373,Suresh Kaur,suresh.kaur373@example.com,Kanchipuram,Tamil Nadu,611725,Occasional
C2374,Sanjay Nair,sanjay.nair374@example.com,Ramanathapuram,Tamil Nadu,603366,Prime
C2375,Vishal Reddy,vishal.reddy375@example.com,Karur,Tamil Nadu,620503,Occasional
C2376,Ajay Rao,ajay.rao376@example.com,Chennai,Tamil Nadu,600468,Prime
C2377,Suresh Das,suresh.das377@example.com,Salem,Tamil Nadu,621302,Regular
C2378,Mani Iyer,mani.iyer378@example.com,Tirunelveli,Tamil Nadu,609968,Regular
C2379,Deepa Nair,deepa.nair379@example.com,Vellore,Tamil Nadu,608711,Prime
C2380,Pooja Sharma,pooja.sharma380@example.com,Tirunelveli,Tamil Nadu,637929,Occasional
C2381,Lakshmi Rao,lakshmi.rao381@example.com,Coimbatore,Tamil Nadu,618398,Prime
C2382,Arjun Joseph,arjun.joseph382@example.com,Thoothukudi,Tamil Nadu,629017,Regular
C2383,Rohit Das,rohit.das383@example.com,Erode,Tamil Nadu,611540,Occasional
C2384,Deepa Sharma,deepa.sharma384@example.com,Kanchipuram,Tamil Nadu,639450,Occasional
C2385,Mani Reddy,mani.reddy385@example.com,Karur,Tamil Nadu,628429,Regular
C2386,Kavya Natarajan,kavya.natarajan386@example.com,Nagercoil,Tamil Nadu,629850,Regular
C2387,Lakshmi Reddy,lakshmi.reddy387@example.com,Madurai,Tamil Nadu,624255,Occasional
C2388,Pooja Joseph,pooja.joseph388@example.com,Kanchipuram,Tamil Nadu,632263,Occasional
C2389,Mani Balaji,mani.balaji389@example.com,Madurai,Tamil Nadu,631792,Prime
C2390,Kavya Singh,kavya.singh390@example.com,Erode,Tamil Nadu,616530,Occasional
C2391,Neha Singh,neha.singh391@example.com,Tirunelveli,Tamil Nadu,619222,Prime
C2392,Deepa Sharma,deepa.sharma392@example.com,Karur,Tamil Nadu,633016,Prime
C2393,Suresh Balaji,suresh.balaji393@example.com,Nagercoil,Tamil Nadu,607115,Regular
C2394,Ananya Balaji,ananya.balaji394@example.com,Ramanathapuram,Tamil Nadu,633930,Regular
C2395,Vikram Iyer,vikram.iyer395@example.com,Erode,Tamil Nadu,611699,Prime
C2396,Kavya Menon,kavya.menon396@example.com,Thoothukudi,Tamil Nadu,600627,Regular
C2397,Priya Iyer,priya.iyer397@example.com,Kanchipuram,Tamil Nadu,628983,Prime
C2398,Vishal Gowda,vishal.gowda398@example.com,Kanchipuram,Tamil Nadu,636042,Occasional
C2399,Kavya Balaji,kavya.balaji399@example.com,Coimbatore,Tamil Nadu,632163,Prime
C2400,Pooja Patel,pooja.patel400@example.com,Madurai,Tamil Nadu,632291,Regular
C2401,Ajay Reddy,ajay.reddy401@example.com,Erode,Tamil Nadu,601055,Occasional
C2402,Vishal Das,vishal.das402@example.com,Vellore,Tamil Nadu,601000,Regular
C2403,Amit Sharma,amit.sharma403@example.com,Nagercoil,Tamil Nadu,637923,Occasional
C2404,Deepa Patel,deepa.patel404@example.com,Madurai,Tamil Nadu,630520,Prime
C2405,Ananya Ilangovan,ananya.ilangovan405@example.com,Ramanathapuram,Tamil Nadu,600355,Occasional
C2406,Priya Ilangovan,priya.ilangovan406@example.com,Dindigul,Tamil Nadu,639959,Occasional
C2407,Deepa Nair,deepa.nair407@example.com,Thoothukudi,Tamil Nadu,606173,Regular
C2408,Sanjay Singh,sanjay.singh408@example.com,Coimbatore,Tamil Nadu,608512,Regular
C2409,Deepa Das,deepa.das409@example.com,Erode,Tamil Nadu,625316,Regular
C2410,Divya Patel,divya.patel410@example.com,Nagercoil,Tamil Nadu,601037,Regular
C2411,Sanjay Singh,sanjay.singh411@example.com,Chennai,Tamil Nadu,623243,Occasional
C2412,Vikram Gowda,vikram.gowda412@example.com,Vellore,Tamil Nadu,635791,Occasional
C2413,Mani Balaji,mani.balaji413@example.com,Tirunelveli,Tamil Nadu,609134,Prime
C2414,Karthik Menon,karthik.menon414@example.com,Thoothukudi,Tamil Nadu,630753,Occasional
C2415,Divya Subramanian,divya.subramanian415@example.com,Tiruchirappalli,Tamil Nadu,623332,Prime
C2416,Suresh Menon,suresh.menon416@example.com,Salem,Tamil Nadu,626189,Regular
C2417,Vishal Sharma,vishal.sharma417@example.com,Tirunelveli,Tamil Nadu,635091,Occasional
C2418,Karthik Singh,karthik.singh418@example.com,Vellore,Tamil Nadu,607272,Prime
C2419,Meena Subramanian,meena.subramanian419@example.com,Chennai,Tamil Nadu,637075,Regular
C2420,Lakshmi Kaur,lakshmi.kaur420@example.com,Tiruchirappalli,Tamil Nadu,617867,Occasional
C2421,Karthik Natarajan,karthik.natarajan421@example.com,Erode,Tamil Nadu,639477,Occasional
C2422,Sanjay Menon,sanjay.menon422@example.com,Nagercoil,Tamil Nadu,605445,Occasional
C2423,Amit Iyer,amit.iyer423@example.com,Erode,Tamil Nadu,610630,Prime
C2424,Neha Balaji,neha.balaji424@example.com,Madurai,Tamil Nadu,639027,Regular
C2425,Lakshmi Singh,lakshmi.singh425@example.com,Nagercoil,Tamil Nadu,621608,Regular
C2426,Vishal Das,vishal.das426@example.com,Coimbatore,Tamil Nadu,617692,Prime
C2427,Kavya Sharma,kavya.sharma427@example.com,Tirunelveli,Tamil Nadu,628228,Occasional
C2428,Lakshmi Kaur,lakshmi.kaur428@example.com,Nagercoil,Tamil Nadu,627269,Occasional
C2429,Lakshmi Natarajan,lakshmi.natarajan429@example.com,Dindigul,Tamil Nadu,626038,Occasional
C2430,Karthik Gowda,karthik.gowda430@example.com,Madurai,Tamil Nadu,624283,Regular
C2431,Vikram Rao,vikram.rao431@example.com,Coimbatore,Tamil Nadu,629950,Prime
C2432,Karthik Joseph,karthik.joseph432@example.com,Tiruchirappalli,Tamil Nadu,615475,Occasional
C2433,Vikram Iyer,vikram.iyer433@example.com,Vellore,Tamil Nadu,640833,Prime
C2434,Rohit Subramanian,rohit.subramanian434@example.com,Madurai,Tamil Nadu,636087,Regular
C2435,Arjun Das,arjun.das435@example.com,Dindigul,Tamil Nadu,640826,Occasional
C2436,Mani Rao,mani.rao436@example.com,Karur,Tamil Nadu,617280,Regular
C2437,Sanjay Balaji,sanjay.balaji437@example.com,Ramanathapuram,Tamil Nadu,616265,Regular
C2438,Rohit Das,rohit.das438@example.com,Erode,Tamil Nadu,637064,Prime
C2439,Meena Rao,meena.rao439@example.com,Dindigul,Tamil Nadu,612396,Prime
C2440,Pooja Kumar,pooja.kumar440@example.com,Tirunelveli,Tamil Nadu,636249,Prime
C2441,Divya Khan,divya.khan441@example.com,Vellore,Tamil Nadu,629663,Regular
C2442,Pooja Balaji,pooja.balaji442@example.com,Ramanathapuram,Tamil Nadu,607231,Regular
C2443,Suresh Balaji,suresh.balaji443@example.com,Chennai,Tamil Nadu,621388,Occasional
C2444,Neha Joseph,neha.joseph444@example.com,Tirunelveli,Tamil Nadu,632811,Prime
C2445,Lakshmi Gowda,lakshmi.gowda445@example.com,Tirunelveli,Tamil Nadu,601119,Regular
C2446,Lakshmi Kumar,lakshmi.kumar446@example.com,Madurai,Tamil Nadu,637869,Occasional
C2447,Rohit Joseph,rohit.joseph447@example.com,Thoothukudi,Tamil Nadu,622919,Occasional
C2448,Mani Kumar,mani.kumar448@example.com,Salem,Tamil Nadu,609657,Occasional
C2449,Divya Iyer,divya.iyer449@example.com,Erode,Tamil Nadu,622395,Regular
C2450,Ajay Iyer,ajay.iyer450@example.com,Karur,Tamil Nadu,630641,Prime
C2451,Sneha Nair,sneha.nair451@example.com,Nagercoil,Tamil Nadu,607083,Occasional
C2452,Vishal Patel,vishal.patel452@example.com,Chennai,Tamil Nadu,614943,Occasional
C2453,Ajay Sharma,ajay.sharma453@example.com,Ramanathapuram,Tamil Nadu,600599,Occasional
C2454,Suresh Rao,suresh.rao454@example.com,Karur,Tamil Nadu,622639,Regular
C2455,Meena Natarajan,meena.natarajan455@example.com,Coimbatore,Tamil Nadu,607873,Occasional
C2456,Karthik Balaji,karthik.balaji456@example.com,Chennai,Tamil Nadu,622068,Regular
C2457,Arjun Das,arjun.das457@example.com,Dindigul,Tamil Nadu,626133,Regular
C2458,Suresh Rao,suresh.rao458@example.com,Salem,Tamil Nadu,620706,Occasional
C2459,Sneha Reddy,sneha.reddy459@example.com,Tiruchirappalli,Tamil Nadu,628136,Prime
C2460,Neha Sharma,neha.sharma460@example.com,Tirunelveli,Tamil Nadu,613142,Occasional
C2461,Vikram Rao,vikram.rao461@example.com,Tirunelveli,Tamil Nadu,626983,Regular
C2462,Lakshmi Natarajan,lakshmi.natarajan462@example.com,Ramanathapuram,Tamil Nadu,619030,Prime
C2463,Ajay Singh,ajay.singh463@example.com,Kanchipuram,Tamil Nadu,632253,Occasional
C2464,Suresh Ilangovan,suresh.ilangovan464@example.com,Karur,Tamil Nadu,609636,Regular
C2465,Ananya Kumar,ananya.kumar465@example.com,Ramanathapuram,Tamil Nadu,628809,Prime
C2466,Lakshmi Das,lakshmi.das466@example.com,Vellore,Tamil Nadu,629768,Occasional
C2467,Divya Singh,divya.singh467@example.com,Kanchipuram,Tamil Nadu,633299,Regular
C2468,Priya Das,priya.das468@example.com,Chennai,Tamil Nadu,621637,Occasional
C2469,Sneha Ilangovan,sneha.ilangovan469@example.com,Nagercoil,Tamil Nadu,633230,Occasional
C2470,Sneha Nair,sneha.nair470@example.com,Karur,Tamil Nadu,625941,Prime
C2471,Priya Khan,priya.khan471@example.com,Tirunelveli,Tamil Nadu,626963,Occasional
C2472,Lakshmi Sharma,lakshmi.sharma472@example.com,Chennai,Tamil Nadu,602297,Prime
C2473,Rohit Gowda,rohit.gowda473@example.com,Thoothukudi,Tamil Nadu,633535,Prime
C2474,Ajay Subramanian,ajay.subramanian474@example.com,Kanchipuram,Tamil Nadu,634705,Occasional
C2475,Divya Sharma,divya.sharma475@example.com,Madurai,Tamil Nadu,611226,Prime
C2476,Sanjay Gowda,sanjay.gowda476@example.com,Chennai,Tamil Nadu,636960,Prime
C2477,Lakshmi Reddy,lakshmi.reddy477@example.com,Madurai,Tamil Nadu,614731,Regular
C2478,Ajay Menon,ajay.menon478@example.com,Erode,Tamil Nadu,630330,Occasional
C2479,Sanjay Kaur,sanjay.kaur479@example.com,Dindigul,Tamil Nadu,608875,Prime
C2480,Vishal Gowda,vishal.gowda480@example.com,Thoothukudi,Tamil Nadu,636679,Regular
C2481,Pooja Ilangovan,pooja.ilangovan481@example.com,Madurai,Tamil Nadu,639177,Regular
C2482,Sneha Patel,sneha.patel482@example.com,Kanchipuram,Tamil Nadu,639321,Regular
C2483,Ajay Reddy,ajay.reddy483@example.com,Madurai,Tamil Nadu,634493,Prime
C2484,Lakshmi Menon,lakshmi.menon484@example.com,Karur,Tamil Nadu,633909,Occasional
C2485,Divya Sharma,divya.sharma485@example.com,Coimbatore,Tamil Nadu,624243,Occasional
C2486,Amit Nair,amit.nair486@example.com,Tiruchirappalli,Tamil Nadu,635852,Regular
C2487,Ananya Khan,ananya.khan487@example.com,Erode,Tamil Nadu,625414,Prime
C2488,Deepa Reddy,deepa.reddy488@example.com,Kanchipuram,Tamil Nadu,635146,Regular
C2489,Ajay Subramanian,ajay.subramanian489@example.com,Dindigul,Tamil Nadu,638932,Regular
C2490,Vishal Raj,vishal.raj490@example.com,Nagercoil,Tamil Nadu,602030,Prime
C2491,Deepa Patel,deepa.patel491@example.com,Erode,Tamil Nadu,636130,Occasional
C2492,Pooja Reddy,pooja.reddy492@example.com,Thoothukudi,Tamil Nadu,613209,Regular
C2493,Divya Ilangovan,divya.ilangovan493@example.com,Tirunelveli,Tamil Nadu,621173,Regular
C2494,Lakshmi Nair,lakshmi.nair494@example.com,Tiruchirappalli,Tamil Nadu,600630,Occasional
C2495,Vishal Sharma,vishal.sharma495@example.com,Chennai,Tamil Nadu,619223,Occasional
C2496,Divya Iyer,divya.iyer496@example.com,Salem,Tamil Nadu,602860,Occasional
C2497,Ajay Ilangovan,ajay.ilangovan497@example.com,Nagercoil,Tamil Nadu,618269,Occasional
C2498,Mani Reddy,mani.reddy498@example.com,Erode,Tamil Nadu,632989,Regular
C2499,Sneha Natarajan,sneha.natarajan499@example.com,Nagercoil,Tamil Nadu,632554,Prime
C2500,Neha Patel,neha.patel500@example.com,Nagercoil,Tamil Nadu,622358,Prime
